id,drug_text
1445,"Ixazomib is indicated for the treatment of patients with multiple myeloma who have received at least one prior therapy. Ixazomib a second generation proteasome inhibitor (PI) and the first oral PI approved by the FDA in November 2015 for multiple myeloma treatment in combination with 2 other therapies (lenalidomide and dexamethasone) for patients who have received at least 1 prior therapy. Ixazomib citrate is marketed by Takeda Pharmaceuticals under the brand name Ninlaro, which is a prodrug that becomes quickly converted to its active metabolite, ixazomib, after administration.In vitro studies have shown ixazomib to induce apoptosis in multiple myeloma cells sensitive or resistant to other conventional therapies. In mouse xenograft models, ixazomib induced tumor growth inhibition.Ixazomib is an N-capped dipeptidyl leucine boronic acid which reversibly inhibits the CT-L proteolytic (β5) site of the 20S proteasome. At higher concentrations, ixazomib also seems to inhibit the proteolytic β1 and β2 subunits and to induce accumulation of ubiquitinated proteins."
1446,"Silver nitrate is an inorganic compound with the chemical formula AgNO3. In its solid form, silver nitrate is coordinated in a trigonal planar arrangement. It is often used as a precursor to other silver-containing compounds. It is used in making photographic films, and in laboratory setting as a staining agent in protein visualization in PAGE gels and in scanning electron microscopy."
1447,"Pantethine is a naturally occurring compound synthesized in the body from pantothenic acid (vitamin B5) via addition of cysteamine. It consists of two molecules of pantetheine that form a dimer via disufide linkages, and acts as an intermediate in the production of Coenzyme A. Coenzyme A plays an essential role as a cofactor in the metabolism of lipids and carbohydrates including fatty acid oxidation, carbohydrate metabolism, pyruvate degradation, and amino acid catabolism . Pantethine is available as a dietary supplement for lowering blood cholesterol and triglycerides."
1448,"Solutions containing methyl cellulose are used as substitute for tears or saliva if the natural production of these fluids is disturbed. Used in the manufacture of capsules in nutritional supplements. Methyl cellulose is a hydrophilic white powder in pure form and dissolves in cold (but not in hot) water, forming a clear viscous solution or gel. It is available under a variety of trade names as a treatment for constipation. It also works by increasing the amount of water in the stool, making the stool softer and easier to pass.Methylcellulose absorbs water in the gastrointestinal lumen thereby increasing  the bulk of the stool."
1449,"Protein C concentrate is indicated for pediatric and adult patients with severe congenital protein C deficiency for the prevention and treatment of venous thrombosis and purpura fulminans. It is also found as a component of some prothrombin complex concentrate (i.e. ) formulations, such as Kcentra.Protein C is an endogenously occurring plasma protein that plays a key role within the coagulation cascade. It is converted by the thrombin/thrombomodulin-complex on the endothelial cell surface to Activated Protein C (APC). Once in its activated form, APC functions as a serine protease with potent anticoagulant effects, especially in the presence of its cofactor protein S. APC exerts its effect by inactivating essential components of the coagulation cascade (specifically factors V and VIII), which leads to a decrease in thrombin formation, and therefore a reduction in clot formation. Also known as blood coagulation factor XIV, Protein C is a zymogen, or enzyme precursor, of a vitamin K-dependent anticoagulant glycoprotein (serine protease) that is synthesized in the liver."
1450,"Selexipag is indicated for the treatment of pulmonary arterial hypertension (PAH) to delay disease progression and reduce risk of hospitalization.Selexipag was approved by the United States FDA on December 22, 2015 for the treatment of pulmonary arterial hypertension (PAH) to delay disease progression and reduce risk of hospitalization. Marketed by Actelion Pharmaceuticals under brand name Uptravi, selexipag and its active metabolite, ACT-333679 (MRE-269), act as agonists of the prostacyclin receptor to increase vasodilation in the pulmonary circulation and decrease elevated pressure in the blood vessels supplying blood to the lungs.At the maximum tolerated dose of 1600 mcg twice per day, selexipag was not found to prolong the QT interval to a clinically relevant extent. Both selexipag and its metabolite caused concentration-dependent inhibition of platelet aggregation in vitro with IC50 of 5.5 µM and 0.21 µM, respectively. Selexipag is a selective prostacyclin (IP, also called PGI2) receptor agonist. Prostacyclin is a potent vasodilator with anti-proliferative, anti-inflammatory, and anti-thrombotic effects; therefore, there is strong rationale for treatment with IP receptor agonists."
1451,"Alectinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.Alectinib is a second generation oral drug that selectively inhibits the activity of anaplastic lymphoma kinase (ALK) tyrosine kinase. Inhibition of ALK prevents phosphorylation and subsequent downstream activation of STAT3 and AKT resulting in reduced tumour cell viability. Approved under accelerated approval in 2015, alectinib is indicated for use in patients who have progressed on or were not tolerant of crizotinib, which is associated with the development of resistance.Alectinib is a second generation oral drug that selectively inhibits the activity of anaplastic lymphoma kinase (ALK) tyrosine kinase. Inhibition of ALK prevents phosphorylation and subsequent downstream activation of STAT3 and AKT resulting in reduced tumour cell viability."
1452,"As part of its drug class,. It was used in Italy but has since been withdrawn.Cefroxadine is a cephalosporin antibiotic which produces a bactericidal effect on susceptible bacteria .Cefrixadine is a cephalosporin antibiotic, a class of β-lactam antibiotics similar to penicillins, which binds to and inhibits penicillin binding proteins (PBPs) . PBPs are responsible for catalyzing the transpeptidase reaction which cross-links the peptide side chains on the sugar residues of a peptidoglycan unit, adding the unit to the peptidoglycan layer. This disrupts the balance between the hydrolysis of peptidoglycan, in order to insert new peptidoglycan units, by murein hydrolase and the attachment of the new units which leads to overall destruction of the peptidoglycan layer. With the loss of its peptidoglycan layer the cell also loses its resistance to the high osmotic pressure inside its membrane and lyses."
1453,"Alfaxalone, also known as alphaxalone or alphaxolone, is a neuroactive steroid and general anaesthetic. It is used in veterinary practice under the trade name Alfaxan, and is licensed for use in both dogs and cats. Along with alfadolone, it is also one of the constituents of anesthetic drug mixture althesin."
1454,"Altrenogest, also known as allyltrenbolone, is a steroidal progestin that is widely used in veterinary medicine to suppress estrus in animals.Altrenogest, sold under the brand names Swinemate and Altren manufactured by Aurora Pharmaceutical and Regumate manufactured by Merck, is a progestin of the 19-nortestosterone group which is widely used in veterinary medicine to suppress or synchronize estrus in horses and pigs.It is available for veterinary use in both Europe (as Regumate) and the United States (as Matrix)."
1455,"Azaperone is a pyridinylpiperazine and butyrophenone agent that is capable of eliciting neuroleptic sedative and antiemetic effects. It is subsequently employed predominantly as a veterinary tranquilizer and mainly for pigs and elephants. At the same time, the agent generally does not see equine use as particular adverse reactions may happen. More rarely it may be used in humans as an antipsychotic drug, but this is uncommon."
1456,Cefalonium is the first generation of β - lactam cephalosporin antibiotics widely used in the study of mastitis caused by Gram positive bacteria (including Staphylococcus).
1457,"At this concentration, it also conserves its antimicrobial activity. Due to the long terminal half-life of 37 days, the use of chlorobutanol as a sedative is limited because of the considerable accumulation which will occur following multiple dosing . A study proposes that the antiplatelet effect of chlorobutanol may occur from inhibition of the arachidonic acid pathway . Chlorobutanol was shown to induce conjunctival and corneal cell toxicity _in vitro_: at a concentration of 0.1%, Cbl caused near depletion of the squamous layer while degeneration of corneal epithelial cells, generation of conspicuous membranous blebs, cytoplasmic swelling, and occasional breaks in the external cell membrane were observed at a concentration of 0.5% . As a detergent, chlorobutanol disrupts the lipid structure of the cell membrane and increases the cell permeability, leading to cell lysis ."
1458,Danofloxacin is an antibiotic agent from the family of the fluoroquinolones used in veterinary medicine.
1459,"Deracoxib is a non-steroidal anti-inflammatory drug of the coxib class, used in veterinary medicine to treat osteoarthritis in dogs. It is sold in tablets, which have added beefy flavour to increase palatability. Deramaxx received FDA approval in August 2002 for ""the control of post operative pain and inflammation associated with orthopedic surgery in dogs."
1460,"Dichlorvos or 2,2-dichlorovinyl dimethyl phosphate is a drug of the organophosphate class, frequently used as an insecticide for the control of  indoor pests and for the protection of stored products from insect infestations. The compound has been available on the market since 1961 and its use is a controversial topic due to environmental and health concerns. Dichlorvos is found in urban waterways and its toxicity may impact humans, leading to poisoning, neurotoxicity, and cancer."
1461,"Enrofloxacin is an antibiotic agent from the fluoroquinolone family produced by the Bayer Corporation. Enrofloxacin is approved by the FDA for its veterinary use. Due to the identification of fluoroquinolone-resistant strains of Campylobacter, in September 2005, the FDA withdrew the approval of enrofloxacin for its use in water to treat flocks of poultry."
1462,"Marbofloxacin is a carboxylic acid, part of the third generation of antibiotic fluoroquinolones. It is used in veterinary medicine. Marbofloxacin is a carboxylic acid derivative third generation fluoroquinolone antibiotic. It is used in veterinary medicine under the brand names Marbocyl, Forcyl, Marbo vet and Zeniquin."
1463,"Medetomidine is a synthetic compound used as a surgical anesthetic and analgesic. It is normally found as its hydrochloride salt, medetomidine hydrochloride. Medetomidine is an intravenously available alpha-2 adrenergic agonist. The drug has been developed by Orion Pharma. In the United States, it is currently approved for its veterinary use in dogs and distributed by Pfizer Animal Health. In Canada, medetomidine is distributed by Novartis Animal Health. The marketed product is a racemic mixture of two stereoisomers from which dexmedetomidine is the main active isomer."
1464,"Orbifloxacin is a fluoroquinolone antibiotic. It is marketed by Schering-Plough Animal Health and approved for certain infections in dogs.Orbifloxacin (brand name Orbax) is a fluoroquinolone antibiotic which is approved for use in dogs, marketed by Schering-Plough Animal Health."
1465,"Pimobendan (INN, or pimobendane), sold under the brand name Vetmedin among others, is a veterinary medication. It is a calcium sensitizer and a selective inhibitor of phosphodiesterase 3 (PDE3) with positive inotropic and vasodilator effects.Pimobendan is used in the management of heart failure in dogs, most commonly caused by myxomatous mitral valve disease (also previously known as endocardiosis), or dilated cardiomyopathy.Research has shown that as a monotherapy, pimobendan increases survival time and improves quality of life in canine patients with congestive heart failure secondary to mitral valve disease when compared with benazepril, an ACE inhibitor.Under the brand name Acardi, it is available for human use in Japan.It is available as a generic medication."
1466,Tilmicosin is a macrolide antibiotic. It is used in veterinary medicine for the treatment of bovine respiratory disease and ovine respiratory disease associated with Mannheimia haemolytica.
1467,"Metrifonate or trichlorfon is an irreversible organophosphate acetylcholinesterase inhibitor. It is a prodrug which is activated non-enzymatically into 2,2-dichlorovinyl dimethyl phosphate."
1468,Tylosin is a bacteriostatic macrolide antibiotic and feed additive used in veterinary medicine. It has a broad spectrum of activity against Gram-positive organisms and a limited range of Gram-negative organisms. Tylosin is produced as a fermentation product of Streptomyces fradiae.
1469,"Xylazine is a clonidine analog used as a non-opioid tranquilizer in veterinary medicine and as an emetic, especially in cats. It acts as an agonist at α2 adrenoceptors; however, its affinity is lower than the one reported for other α2 adrenergic receptor agonists . Xylazine is not approved for human use and requires a veterinary licence for its purchase and use. The intentional and unintentional use of xylazine is a cause for concern due to its side effects. The use of xylazine can lead to hypotension and bradycardia, and when combined with central nervous system depressants, such as benzodiazepines or alcohol, it can significantly depress vital functions and increase the risk of overdose and death."
1470,For the reversal of the sedative and analgesic effects in dogs.Atipamezole is a synthetic α2 adrenoceptor antagonistused to reverse the sedative and analgesic effects in dogs. It has also been undergone research as a potential anti-Parkinsonian drug for humans.
1471,"Ceftiofur is a third generation cephalosporin antibiotic, first described in 1987, and now used in veterinary medicine. It is marketed by pharmaceutical company Zoetis as Excenel, and is the active ingredient in that company's Specramast LC (lactating cow formula) product. It is resistant to hydrolysis by beta-lactamase, and has activity against both Gram-positive and Gram-negative bacteria. E. coli strains resistant to ceftiofur have been reported. The metabolite desfurolyceftiofur also has antibiotic activity, consequently the two compounds are measured together to monitor for antibiotic activity in the milk."
1472,"Difloxacin is a synthetic fluoroquinolone used in veterinary. As an antibacterial, it presents a broad bactericidal spectrum and its effects are dependent on its concentration. "
1473,"Dihydrostreptomycin is an aminoglycoside antibiotic. In humans, the use of dihydrostreptomycin has been associated with ototoxicity. The FDA withdrew its approval for the use of all drug products containing dihydrostreptomycin sulfate."
1474,"Masitinib is a tyrosine-kinase inhibitor used in the treatment of mast cell tumors in dogs. It has been available in Europe since 2009, under the brand name Masivet. In the USA it is distributed under the name Kinavet and has been available for veterinaries since 2011."
1475,"Romifidine is a veterinary drug utilized as a sedative primarily in large animals, most frequently horses. It is also used less commonly in a wide variety of other animal species. This drug's chemical structure closely resembles that of clonidine, however, romifidine is not approved for use in humans."
1476,"This drug is a dissociative anesthetic agent that falls under the drug category of _NMDA receptor antagonists_. Tiletamine is chemically similar to another dissociative anesthetic, ketamine. Tiletamine hydrochloride, the salt form, exists as odorless white crystals."
1477,"Trenbolone, also known as trienolone or trienbolone, is a steroid used on livestock to increase muscle growth and appetite. Plasma lipases then cleave the ester group in the bloodstream leaving free trenbolone."
1478,"Used as a large animal sedative, primarily in horses.Detomidine is an α2-adrenergic agonist that is used as a horse sedative. Normally, it is administered in the salt form, detomidine hydrochloride. This drug is prescribed by veterinarians and is marketed as Dormosedan. Currently, it is only approved by the FDA for use in horses but has been studied for use in other large animals."
1479,"For use for the treatment of hyperuricemia associated with gout in patients who have not achieved target serum uric acid levels with a xanthine oxidase inhibitor alone.Lesinurad is an oral uric acid transporter 1 (URAT1) inhibitor indicated for the treatment of hyperuricemia associated with gout. It reduces serum uric acid concentration through the inhibition of URAT1, an enzyme responsible for reuptake of uric acid from the renal tubule, and OAT4, another uric acid transporter associated with diuretic-induced hyperuricemia. Marketed as the product Zurampic, it is indicated for use in combination with a xanthine oxidase inhibitor for the treatment of hyperuricemia associated with gout in  patients who have not achieved target serum uric acid levels with a xanthine oxidase inhibitor alone.It for the treatment of gout-related hyperuricemia in patients with uncontrolled gout.Dose-dependent reductions in serum uric acid levels and increases in urinary uric acid excretion have been observed following single and multiple oral doses of lesinurad.Lesinurad inhibits the activity of uric acid transporter 1 (URAT1) and organic anion transporter 4 (OAT4). URAT1 is a major transporter enzyme responsible for reuptake of uric acid from the renal tubules; inhibition of URAT1 function thereby increases excretion of uric acid."
1480,"Ixekizumab is indicated for the treatment of patients aged six years or older with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy. It is also indicated in adult patients with active psoriatic arthritis, ankylosing spondylitis, or non-radiographic axial spondyloarthritis with objective signs of inflammation.Ixekizumab is a humanized immunoglobulin G subclass 4 (IgG4) monoclonal antibody (mAb) against interleukin-17A (IL-17A) and prevents it from interacting with the IL-17A receptor. As IL-17A is a pro-inflammatory cytokine involved in inflammation and immune responses, blocking its effect is beneficial for use in inflammatory conditions. In particular, IL-17A has been found to be implicated in a variety of autoimmune diseases including Rheumatoid Arthritis and plaque psoriasis. Ixekizumab is produced by recombinant DNA technology in a recombinant mammalian cell line and purified using standard technology for bioprocessing."
1481,"Elbasvir for the treatment of chronic HCV genotypes 1 or 4 infection in adults.Elbasvir is a direct-acting antiviral medication used as part of combination therapy to treat chronic hepatitis C, an infectious liver disease caused by infection with hepatitis C virus (HCV). Treatment options for chronic hepatitis C have advanced significantly since 2011, with the development of direct-acting antivirals (DAAs) such as elbasvir. Despite this disadvantage elbasvir is still effective against HCV, particularly when paired with . Elbasvir is available as a fixed-dose combination product with  (tradename: Zepatier) used for the treatment of chronic hepatitis C. Approved in January 2016 by the FDA, Zepatier is indicated for the treatment of HCV genotypes 1 and 4 with or without  depending on the presence of resistance-associated amino acid substitutions in the NS5A protein and previous treatment failure with , , , or other NS3/4A inhibitors like , , or .L852]. While these results are suggestive of antiviral efficacy, follow-up clinical trials are required to validate elbasvir as a potential therapy against SARS-CoV-2.Elbasvir is classified as a direct-acting antiviral (DAA) and prevents viral replication in HCV genotypes 1a, 1b, and 4.Elbasvir is an inhibitor of the HCV non-structural protein 5A."
1482,"Grazoprevir is for treatment of chronic HCV genotypes 1a, 1b, or 4 infection in adults. Grazoprevir is a direct acting antiviral medication used as part of combination therapy to treat chronic Hepatitis C, an infectious liver disease caused by infection with Hepatitis C Virus (HCV). Despite this disadvantage Grazoprevir is still effective against HCV particularly when paired with . Grazoprevir is available as a fixed dose combination product with  (tradename Zepatier) used for the treatment of chronic Hepatitis C. Approved in January 2016 by the FDA, Zepatier is indicated for the treatment of HCV genotypes 1 and 4 with or without  depending on the the presence of resistance associated amino acid substitutions in the NS5A protein and previous treatment failure with , , , or other NS3/4A inhibitors like , , or  . It can be used in patients with compensated cirrhosis, human immunodeficiency virus co-infection, or severe kidney disease.Grazoprevir is classified as a direct-acting antiviral (DAA) and prevents viral replication in HCV genotypes 1a, 1b, and 4 .Grazoprevir is a second generation NS3/4a protease inhibitor used to inhibit viral HCV replication."
1483,"It is also used in combination with azacitidine, or decitabine, or low-dose cytarabine for the treatment of newly diagnosed acute myeloid leukemia (AML) in adults 75 years or older, or who have comorbidities that preclude use of intensive induction chemotherapy.Venetoclax is a BCL-2 inhibitor that was initially approved by the FDA in April 2016 . Previously, this drug was indicated only for patients with 17p gene deletion .Venetoclax induces rapid and potent onset apoptosis of CLL cells, powerful enough to act within 24h and to lead to tumor lysis syndrome  , , . Selective targeting of BCL2 with venetoclax has demonstrated a manageable safety profile and has been shown to induce significant response in patients with relapsed CLL (chronic lymphocytic leukemia) or SLL (small lymphocytic leukemia), including patients with poor prognostic features . Cancer cells evade apoptosis by inhibiting programmed cell death (apoptosis). The therapeutic potential of directly inhibiting prosurvival proteins was unveiled with the development of navitoclax, a selective inhibitor of both BCL-2 and BCL-2-like 1 (BCL-X(L)), which has demonstrated clinical efficacy in some BCL-2-dependent hematological cancers ."
1484,"It is indicated as an adjuvant drug in the treatment of painful muscle contractures and is indicated in acute spinal pathology, for adults and adolescents 16 years of age and older . It has potent convulsant activity and should not be administered to individuals prone to seizures.Thiocholchicoside is a muscle relaxing agent that works through selective binding to the GABA-A receptor. In the treatment of painful muscle spasms. Thiocolchicoside has a selective and potent afﬁnity for g-aminobutyric acid A (GABA-A) receptors and acts on muscular contractures by activating the GABA inhibitory pathways thereby behaving as a potent muscle relaxant . It also has an affinity for the inhibitory glycine receptors (i.e., have glycomimetic and GABA mimetic activity), therefore acts as a muscle relaxant."
1485,"Developed in 1927, thimerosal has been and is still being used as a preservative in some cosmetics, topical pharmaceuticals, and biological drug products, which includes vaccines. Although thimerosal is banned in several countries, it continues to be included as a preservative in some vaccines in the United States and many vaccines in the developing world .Thimerosal is an organomercurial compound and derivative of thiosalicyclic acid with antibacterial and antifungal properties . Thimerosal, which consists of approximately 50% mercury by weight, has been one of the most widely used preservatives in vaccines. Experimental data demonstrates that the toxicokinetics of thimerosal (ethylmercury) is vastly different from that of methyl-mercury. Ethylmercury is metabolized to inorganic mercury more rapidly than methylmercury."
1486,"Atezolizumab has approved indications for the following conditions:  Non-Small Cell Lung Cancer (NSCLC) - as adjuvant treatment following resection and platinum-based chemotherapy for adult patients with Stage II to IIIA NSCLC whose tumours have PD-L1 expression on ≥ 1% of tumour cells, as determined by an FDA-approved test. Patients with EGFR or ALK genomic tumour aberrations should have disease progression on FDA-approved therapy for NSCLC harbouring these aberrations prior to receiving atezolizumab. Hepatocellular Carcinoma (HCC) - for the treatment of patients with unresectable or metastatic HCC who have not received prior systemic therapy. Alveolar Soft Part Sarcoma (ASPS) - for the treatment of adult and pediatric patients 2 years of age and older with unresectable or metastatic ASPS.Atezolizumab is a humanized monoclonal antibody used to prevent the interaction of PD-L1 and PD-1, removing inhibition of immune responses seen in some cancers. Atezolizumab was granted FDA approval on 18 October 2016."
1487,"Pirarubicin (INN) is an anthracycline drug. An analogue of the anthracycline antineoplastic antibiotic doxorubicin. Pirarubicin intercalates into DNA and interacts with topoisomerase II, thereby inhibiting DNA replication and repair and RNA and protein synthesis. This agent is less cardiotoxic than doxorubicin and exhibits activity against some doxorubicin-resistant cell lines."
1488,Aclarubicin (INN) or aclacinomycin A is an anthracycline drug that is used in the treatment of cancer. Soil bacteria Streptomyces galilaeus can produce aclarubicin. It can induce histone eviction from chromatin upon intercalation.
1489,"No approved therapeutic indications. Dehydrocholic acid is a synthetic bile acid that was prepared from the oxidation of cholic acid with chromic acid . It has been used for stimulation of biliary lipid secretion. Phospholipid secretion as well as cholesterol levels were also declined. It is proposed that dehydrocholic acid induces choleresis, which is associated with biliary lipid secretion and reduced secretion of endogenous and/or exogenous biliary components ."
1490,It was first authorized for market by the European Medicines Agency in October 2001. It is currently available under the brand name Foscan.Temoporfin is a photosensitizing agent . It is then thought to produce cytotoxic species by either a Type I or Type II reaction typical of agents used in photodynamic therapy. These reactive products cause oxidative damage to the cancer cell resulting in cell death. It is thought that this increase in macrophage activity contributes to the efficacy of therapy through phagocytosis of cancer cells and increased cell death signalling though TNF-α.
1491,"Nomegestrol is an ingredient in the EMA-authorised product Zoely.Nomegestrol (INNTooltip International Nonproprietary Name), also known as 19-normegestrol, is a steroidal progestin which was patented in 1975 but was never marketed.It is the parent compound of nomegestrol acetate, which is marketed as a progestin.Nomegestrol shows relatively low affinity for the progesterone receptor, only about 4% of that of progesterone and about 1.6% of that of nomegestrol acetate in one assay."
1492,"Tafamidis is indicated to treat cardiomyopathy of wild type or hereditary transthyretin-mediated amyloidosis in adults.Tafamidis and tafamidis meglumine (FX-1006A) are benzoxazole derivatives developed by FoldRX. Tafamidis is structurally similar to diflusinal. Tafamidis was granted an EMA market authorisation on 16 November 2011 and FDA approval on 3 May 2019.Tafamidis stabilizes transthyretin tetramers, reducing the amount of monomers available for amyloidogenesis. It has a long duration of action as it is given once daily, and a wide therapeutic window.Genetic mutations or natural misfolding of transthyretin destabalizes transthyretin tetramers, leading to their dissociation and aggregation in tissues, and disrupting the normal function of these tissues. Tafamidis binds to transthyretin tetramers at the thyroxin binding sites, stabilizing the tetramer, reducing the availability of monomers for amyloidogenesis."
1493,"Selumetinib is indicated for the treatment of neurofibromatosis type 1 (NF1) in patients two years and older who have symptomatic, inoperable plexiform neurofibromas (PN).Activation of the Raf-MEK-ERK signalling pathway is known to be implemented in several types of malignancies; thus, mitogen-activated protein kinase kinase (MEK) inhibitors such as selumetinib are important tools that can target the problematic overactivity of this pathway. However, selumetinib demonstrated impressive efficacy and tolerability in Phase I trials, leading to its continued investigation for the treatment of various types of tumours in Phase II trials. Some patients with this disorder develop plexiform neurofibromas (PN); however, this is considered relatively uncommon compared to other variants of NF-1. By selectively targeting MEK1 and MEK2, selumetinib is able to inhibit oncogenic downstream effects of the Raf-MEK-ERK signaling pathway, which is often overactive in certain types of cancer. ERK is then able to exert its effects on several downstream targets."
1494,Iomeprol has been investigated for the diagnostic of Coronary Artery Disease.
1495,"In September 2018, durvalumab was approved by the EMA for the treatment of adult patients with  locally advanced, unresectable non-small cell lung cancer (NSCLC), only if PD-L1 is expressed in ≥ 1% of tumour cells and there was no observable disease progression following platinum-based chemoradiation therapy. On March 27, 2020, durvalumab was approved by the FDA for as first-line treatment of patients with extensive-stage small cell lung cancer (ES-SCLC).Durvalumab is an anticancer antibody that works to promote the antitumour responses mediated by immune cells. Both PD-L1 and PD-1 are co-inhibitory molecules involved in blocking T cell-mediated immune responses. By binding to PD-L1 and preventing its association with PD-1 and CD80, durvalumab activates the immune responses mediated by cytotoxic T cells that attack tumour cells. Durvalumab displays selective and high affinity toward PD-L1 but not PD-L2, which is a regulatory ligand expressed in tumour cells to a lesser extent and involved in regulating inflammation and differentiation of T cells."
1496,"Kisqali (ribociclib) is a selective cyclin-dependent kinase inhibitor, a class of drugs that help slow the progression of cancer by inhibiting two proteins called cyclin-dependent kinase 4 and 6 (CDK4/6). These proteins, when over-activated, can enable cancer cells to grow and divide too quickly. Targeting CDK4/6 with enhanced precision may play a role in ensuring that cancer cells do not continue to replicate uncontrollably.Ribociclib is a selective cyclin-dependent kinase inhibitor, a class of drugs that help slow the progression of cancer by inhibiting two proteins called cyclin-dependent kinase 4 and 6 (CDK4/6). These proteins, when over-activated, can enable cancer cells to grow and divide too quickly. For example, CDK4 is not required for normal mammary tissue development based on knockout mouse studies, but it is needed for growth of Ras-induced mammary tumors, suggesting a potential therapeutic window for treatment with lower toxicity."
1497,"To prevent drug-resistant bacteria, it is important to mention that the use of rifamycin for this indication should be only done in cases where the infection is proven or strongly suspected to be caused by bacteria. The most common cause of travellers' diarrhea is a pathogen and from the pathogens identified, bacteria is the most common cause followed by norovirus, rotavirus and similar viruses.Rifamycin is the prime member of the rifamycin family which are represented by drugs that are a product of fermentation from the gram-positive bacterium Amycolatopsis mediterranei, also known as Streptomyces mediterranei. This drug was also sent for review to the EMA in 2015 by Dr. Falk Pharma Gmbh and it was granted a waiver for the tested conditions.Rifamycin is known to be effective against Gram-positive and Gram-negative pathogens and mycobacteria. In this trial, rifamycin was proven to significantly reduce the symptoms of travellers' diarrhea.Rifamycins, as well as all the other members of this group, present an antibacterial mechanism of action related to the inhibition of RNA synthesis. This mechanism of action is done by the strong binding to the DNA-dependent RNA polymerase of prokaryotes."
1498,"Brodalumab has been approved for the treatment of psoriasis vulgaris, psoriatic arthritis, pustular psoriasis and psoriatic erythroderma. Brodalumab has been used in trials studying the treatment of Asthma, Psoriasis, Crohn's Disease, Psoriatic Arthritis, and Rheumatoid Arthritis. Brodalumab was FDA approved in February, 2017 as Siliq for the treatment of moderate-to-severe plaque psoriasis.Increase in the level of IL-17 due to blocking of its receptors. Brodalumab binds with high affinity to interleukin (IL)-17 receptor A, thereby inhibiting several pro-inflammatory cytokines from the IL-17 family."
1499,"In the US and Europe, baricitinib is indicated for the treatment of adult patients with moderately to severely active rheumatoid arthritis who have had an inadequate response to one or more TNF blockers. Recently, it is also approved as the treatment for severe alopecia areata in adults.Baricitinib is a Janus kinase (JAK) inhibitor. The EC later approved baricitinib for the treatment of atopic dermatitis, making it the first JAK inhibitor used for this indication in Europe. Baricitinib decreased the levels of immunoglobulins and serum C-reactive protein in patients with rheumatoid arthritis.As members of the tyrosine kinase family, Janus kinases (JAKs) are intracellular enzymes that modulate signals from cytokines and growth factor receptors involved in hematopoiesis, inflammation, and immune cell function. STATs modulate intracellular activity, including gene transcription of inflammatory mediators that promote an autoimmune response, such as IL-2, IL-6, IL-12, IL-15, IL-23, IFN-γ, GM-CSF, and interferons."
1500,"On March 5, 2019, the nasal spray drug, esketamine, also known as Spravato (by Janssen Pharmaceuticals), was approved by the FDA for treatment-resistant major depression. This is the first time that the FDA has approved esketamine for any use. Peak blood pressure elevation after esketamine administration occurs about 40 minutes after administration and lasts approximately 4 hours. Cognitive effects In a study of healthy volunteers, one dose of this agent caused decline in cognitive performance 40 minutes after administration. The long-term cognitive effects of esketamine have not been studied for more than a 1 year period, therefore, the risk of cognitive decline with long-term use is not yet confirmed.Esketamine, the S-enantiomer of racemic ketamine, is a non-selective, non-competitive antagonist of the N-methyl-D-aspartate (NMDA) receptor, an ionotropic glutamate receptor."
1501,"Deflazacort is indicated for the treatment of Duchenne Muscular Dystrophy (DMD) in patients 2 years of age and older.Deflazacort, also known as Emflaza, is a corticosteroid prodrug used as an agent to manage Duchenne Muscular Dystrophy (DMD). It is marketed by Marathon Pharmaceuticals and was approved in February 2017 by the FDA. This allows for an increased quality of life and prevents the necessity for surgical procedures, such as those for scoliosis, which is associated with DMD. Studies showed significant preservation of muscle mass in patients generally treated with 0.9 mg/kg/day of deflazacort compared to a control group. **Effects on ambulation**    Ambulation was significantly higher by 12 years of age and 18 years of age in patients taking deflazacort when compared with the control group."
1502,"Duvelisib is indicated for the treatment of relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) in adult patients who have trialed at least two prior therapies.Duvelisib, also known as IPI-145 and INK-1197, is a small-molecule inhibitor of phosphoinositide-3 kinases that was designed initially to prove that simultaneous inhibition of the isoforms delta and gamma can produce a broad adaptative and innate immune cell inhibitory activity. All the work around duvelisib showed that this agent is a potent inhibitor of both forms. This trials reported a median progression-free survival of 16.4 months and an overall response rate of 78% which were almost 2-fold what it was reported for ofatumumab. Hence, inhibition of PI3K can provide an inhibition of the signaling from BCR, inhibition of a cytokine signaling from the microenvironment and enhancement of anti-tumor immunity. In summary, duvelisib inhibits the isoform delta of PI3K which is necessary for cell proliferation and survival and the isoform gamma which is critical for cytokine signaling and the pro-inflammatory response."
