id,drug_text
1462,"Marbofloxacin is a carboxylic acid, part of the third generation of antibiotic fluoroquinolones. It is used in veterinary medicine. Marbofloxacin is a carboxylic acid derivative third generation fluoroquinolone antibiotic. It is used in veterinary medicine under the brand names Marbocyl, Forcyl, Marbo vet and Zeniquin."
1463,"Medetomidine is a synthetic compound used as a surgical anesthetic and analgesic. It is normally found as its hydrochloride salt, medetomidine hydrochloride. Medetomidine is an intravenously available alpha-2 adrenergic agonist. The drug has been developed by Orion Pharma. In the United States, it is currently approved for its veterinary use in dogs and distributed by Pfizer Animal Health. In Canada, medetomidine is distributed by Novartis Animal Health. The marketed product is a racemic mixture of two stereoisomers from which dexmedetomidine is the main active isomer."
1464,"Orbifloxacin is a fluoroquinolone antibiotic. It is marketed by Schering-Plough Animal Health and approved for certain infections in dogs.Orbifloxacin (brand name Orbax) is a fluoroquinolone antibiotic which is approved for use in dogs, marketed by Schering-Plough Animal Health."
1465,"Pimobendan (INN, or pimobendane), sold under the brand name Vetmedin among others, is a veterinary medication. It is a calcium sensitizer and a selective inhibitor of phosphodiesterase 3 (PDE3) with positive inotropic and vasodilator effects.Pimobendan is used in the management of heart failure in dogs, most commonly caused by myxomatous mitral valve disease (also previously known as endocardiosis), or dilated cardiomyopathy.Research has shown that as a monotherapy, pimobendan increases survival time and improves quality of life in canine patients with congestive heart failure secondary to mitral valve disease when compared with benazepril, an ACE inhibitor.Under the brand name Acardi, it is available for human use in Japan.It is available as a generic medication."
1466,Tilmicosin is a macrolide antibiotic. It is used in veterinary medicine for the treatment of bovine respiratory disease and ovine respiratory disease associated with Mannheimia haemolytica.
1467,"Metrifonate or trichlorfon is an irreversible organophosphate acetylcholinesterase inhibitor. It is a prodrug which is activated non-enzymatically into 2,2-dichlorovinyl dimethyl phosphate."
1468,Tylosin is a bacteriostatic macrolide antibiotic and feed additive used in veterinary medicine. It has a broad spectrum of activity against Gram-positive organisms and a limited range of Gram-negative organisms. Tylosin is produced as a fermentation product of Streptomyces fradiae.
1469,"Xylazine is a clonidine analog used as a non-opioid tranquilizer in veterinary medicine and as an emetic, especially in cats.[A9095,L42675,A251420] It acts as an agonist at α2 adrenoceptors; however, its affinity is lower than the one reported for other α2 adrenergic receptor agonists .[A32545] Xylazine is not approved for human use and requires a veterinary licence for its purchase and use.[L42680] The intentional and unintentional use of xylazine is a cause for concern due to its side effects.[A9096] The use of xylazine can lead to hypotension and bradycardia[A9092,A9093], and when combined with central nervous system depressants, such as benzodiazepines or alcohol, it can significantly depress vital functions and increase the risk of overdose and death.["
1470,For the reversal of the sedative and analgesic effects in dogs.Atipamezole is a synthetic α2 adrenoceptor antagonistused to reverse the sedative and analgesic effects in dogs. It has also been undergone research as a potential anti-Parkinsonian drug for humans.
1471,"Ceftiofur is a third generation cephalosporin antibiotic, first described in 1987, and now used in veterinary medicine. It is marketed by pharmaceutical company Zoetis as Excenel, and is the active ingredient in that company's Specramast LC (lactating cow formula) product. It is resistant to hydrolysis by beta-lactamase, and has activity against both Gram-positive and Gram-negative bacteria. E. coli strains resistant to ceftiofur have been reported. The metabolite desfurolyceftiofur also has antibiotic activity, consequently the two compounds are measured together to monitor for antibiotic activity in the milk."
1472,"Difloxacin is a synthetic fluoroquinolone used in veterinary. As an antibacterial, it presents a broad bactericidal spectrum and its effects are dependent on its concentration. "
1473,"Dihydrostreptomycin is an aminoglycoside antibiotic. In humans, the use of dihydrostreptomycin has been associated with ototoxicity. The FDA withdrew its approval for the use of all drug products containing dihydrostreptomycin sulfate.[L43942]"
1474,"Masitinib is a tyrosine-kinase inhibitor used in the treatment of mast cell tumors in dogs. It has been available in Europe since 2009, under the brand name Masivet. In the USA it is distributed under the name Kinavet and has been available for veterinaries since 2011."
1475,"Romifidine is a veterinary drug utilized as a sedative primarily in large animals, most frequently horses. It is also used less commonly in a wide variety of other animal species. This drug's chemical structure closely resembles that of clonidine, however, romifidine is not approved for use in humans."
1476,"This drug is a dissociative anesthetic agent that falls under the drug category of _NMDA receptor antagonists_. Tiletamine is chemically similar to another dissociative anesthetic, ketamine. Tiletamine hydrochloride, the salt form, exists as odorless white crystals."
1477,"Trenbolone, also known as trienolone or trienbolone, is a steroid used on livestock to increase muscle growth and appetite. Plasma lipases then cleave the ester group in the bloodstream leaving free trenbolone."
1478,"Used as a large animal sedative, primarily in horses.Detomidine is an α2-adrenergic agonist that is used as a horse sedative. Normally, it is administered in the salt form, detomidine hydrochloride. This drug is prescribed by veterinarians and is marketed as Dormosedan. Currently, it is only approved by the FDA for use in horses but has been studied for use in other large animals."
1479,"For use for the treatment of hyperuricemia associated with gout in patients who have not achieved target serum uric acid levels with a xanthine oxidase inhibitor alone.Lesinurad is an oral uric acid transporter 1 (URAT1) inhibitor indicated for the treatment of hyperuricemia associated with gout. It reduces serum uric acid concentration through the inhibition of URAT1, an enzyme responsible for reuptake of uric acid from the renal tubule, and OAT4, another uric acid transporter associated with diuretic-induced hyperuricemia.    Marketed as the product Zurampic, it is indicated for use in combination with a xanthine oxidase inhibitor for the treatment of hyperuricemia associated with gout in  patients who have not achieved target serum uric acid levels with a xanthine oxidase inhibitor alone.It for the treatment of gout-related hyperuricemia in patients with uncontrolled gout.Dose-dependent reductions in serum uric acid levels and increases in urinary uric acid excretion have been observed following single and multiple oral doses of lesinurad.Lesinurad inhibits the activity of uric acid transporter 1 (URAT1) and organic anion transporter 4 (OAT4). URAT1 is a major transporter enzyme responsible for reuptake of uric acid from the renal tubules; inhibition of URAT1 function thereby increases excretion of uric acid. "
