id,drug_id,drug_text
2343,DB15685,"Selpercatinib is approved to treat:- adult with locally advanced or metastatic non-small cell lung cancer (NSCLC) with a rearranged during transfection (RET) gene fusion. - adults and children 12 years and older with advanced RET-mutant medullary thyroid cancer (MTC) who require systemic therapy following prior treatment with  and/or   - adults and children 12 years of age and older with advanced or metastatic thyroid cancer with a RET gene fusion who require systemic therapy and who are radioactive iodine-refractory (if radioactive iodine is appropriate)  - adults with locally advanced or metastatic solid tumors with a RET gene fusion that have progressed on or following prior systemic treatment or who have no satisfactory alternative treatment options  Selpercatinib is currently approved for these indications under an accelerated approval scheme and continued approval may be contingent on future confirmatory trials.Selpercatinib is a kinase inhibitor with enhanced specificity for RET tyrosine kinase receptors (RTKs) over other RTK classes. Selpercatinib (LOXO-292) and pralsetinib (BLU-667) represent the first generation of specific RET RTK inhibitors for the treatment of RET-driven cancers. Although selpercatinib is currently still under investigation in clinical trial NCT04211337, it was granted accelerated FDA approval on May 8, 2020, for specific RET-driven cancer indications. Constitutive RET activation is primarily achieved through chromosomal rearrangements producing 5' fusions of dimerizable domains to the 3' RET tyrosine kinase domain, such as KIF5B-RET and CCDC6-RET, resulting in constitutive dimerization and subsequent autophosphorylation."
2344,DB15688,"It is not indicated for the preventive treatment of migraine. CGRP is released from sensory nerves and acts as a strong vasodilator, and thanks to these properties, it is involved in pain pathways. In March 2023, the FDA approved the use of zavegepant nasal spray for the acute treatment of migraine with or without aura in adults. If a hypersensitivity reaction occurs, the product label recommends discontinuing zavegepant and initiating appropriate therapy.Zavegepant is a calcitonin gene-related peptide (CGRP) receptor antagonist used for the acute treatment of migraine. Therefore, CGRP receptor antagonists such as zavegepant inhibit vasodilation mechanisms and desensitize neuronal circuits."
2345,DB15690,"The ability to image ER-positive tumors _in vivo_ is advantageous in that, while helping to visualize tumor progression/regression, it may also be used to assess for heterogeneity in ER expression across metastases (i.e. to identify sites that no longer express ER) without the need for multiple biopsies. Fluoroestradiol F-18 was first granted FDA approval in May 2020, and will be developed by PETNET Solutions, Inc. and Zionexa USA under the brand name Cerianna. Fluoroestradiol has a relatively short duration of action - at 2 hours post-injection circulating levels are <5% those at peak concentration. The uptake of fluoroestradiol F-18 is not specific to breast cancer cells and make occur in any tumor cell expressing estrogen receptors, including those arising from the uterus or ovaries.Estrogen receptor (ER)-positive breast cancers are a subset of breast cancers in which the cancerous tissue expresses estrogen receptors - these receptors provide a useful target for imaging and treatment agents. Fluoroestradiol F-18 is a fluorinated analog of estradiol that binds to estrogen receptors, allowing for PET imaging of lesions."
2346,DB15694,"Although effective, these compounds are rapidly metabolized by cytidine deaminase (CDA) prior to reaching systemic circulation when administered orally, necessitating intramuscular or intravenous administration routes. Cedazuridine is a fluorinated tetrahydrouridine derivative specifically designed to inhibit CDA and facilitate oral administration of hypomethylating agents.A215107, A215112, A215117, A215127] In combination with hypomethylating agents, cedazuridine may cause myelosuppression and embryo-fetal toxicity and should be administered with appropriate monitoring.Myelodysplastic syndromes (MDS) represent a heterogeneous group of hematopoietic neoplasms arising from a variety of underlying mutations that manifest in peripheral cytopenias and may eventually progress to secondary acute myeloid leukemia (sAML). There are over 45 genes commonly mutated in MDS patients, including those involved in DNA methylation and repair, histone modification, RNA splicing, transcription, signal transduction, and cellular adhesion. Hypomethylating agents such as  are metabolized into triphosphate derivatives that are subsequently incorporated into DNA. Once incorporated, these agents inhibit the activity of DNA methylases such as DNMT1, leading to progressive DNA hypomethylation and eventual activation of tumour suppression genes and apoptotic pathways."
2347,DB15699,"Brexucabtagene autoleucel is a modified autologous chimeric antigen receptor (CAR) T cell immunotherapy indicated for the treatment of relapsed or refractory mantle cell lymphoma (MCL) in adult patients. Brexucabtagene autoleucel has been granted accelerated approval based on results from a single-arm, open-label, multicentre clinical trial; continued approval may be contingent on confirmatory trials.Mantle cell lymphoma is a heterogeneous sub-category of non-Hodgkin's lymphoma that can be classified as either an aggressive nodal or an indolent leukemic non-nodal variant. More recently, chimeric antigen receptor (CAR) T cell therapies have been developed that modify a patient's own T cells using viral transduction to bind to and destroy cancerous cells. These therapies differ in manufacturing methodology, viral vector, chimeric antigen choice, and the internal co-stimulatory domains of the chimeric antigen. Once infused into the patient, the CAR T cells bind to CD19 antigens on the surface of both normal and cancerous B cells, leading to CAR T cell activation and expansion."
2348,DB15718,"Bamlanivimab is not currently approved for any indication by the FDA. Bamlanivimab is authorized under an Emergency Use Authorization (EUA) for the treatment of mild to moderate COVID-19 in patients aged 12 years and older weighing at least 40 kg who are at high risk for progressing to severe COVID-19 and/or hospitalization due to COVID-19. Based on phase 2 clinical trial (BLAZE-1) interim results, bamlanivimab was granted Emergency Use Authorization (EUA) by the FDA on November 10, 2020. The EUA currently allows bamlanivimab and etesevimab for post-exposure prophylaxis of COVID-19 in adults and children.Bamlanivimab is a recombinant human IgG1κ monoclonal antibody directed against the spike (S) surface protein of SARS-CoV-2. Despite generally mild adverse effects noted in the phase 2 trial, there is a risk of serious infusion-related hypersensitivity reactions with bamlanivimab, including anaphylaxis, which may necessitate slowing the infusion rate or discontinuing treatment entirely.Bamlanivimab is a neutralizing recombinant human IgG1κ monoclonal antibody directed against the spike (S) surface protein of SARS-CoV-2 derived from screening antigen-specific B-cells from a convalescent COVID-19 patient."
2349,DB15719,"Belantamab mafodotin was granted FDA accelerated approval on 5 August 2020 for the treatment of multiple myeloma; however, its manufacturer began the process for withdrawal of the US marketing authorization in November 2022. It has a narrow therapeutic index due to the incidence of adverse effects, and a long duration of action as it is given every 3 weeks. Patients should be counselled regarding the risk of keratopathy.Belantamab mafodotin, or GSK2857916, is an afucosylated monoclonal antibody that targets B cell maturation antigen (BCMA) conjugated to the microtubule distrupter monomethyl auristatin-F (MMAF). Afucosylation of the Fc region of monoclonal antibodies enhances binding to the Fc region, which enhances antibody dependant cell mediated cytoxicity. BCMA is uniquely expressed on CD138-positive myeloma cells."
2350,DB15762,"In Canada, it is also used in adolescent patients for the same indication.Satralizumab is a recombinant humanized monoclonal antibody targeted against human interleukin-6 (IL-6) receptors, similar to , which is produced in Chinese hamster ovary cells and based on an IgG2 framework. Some of the pro-inflammatory mechanisms involved in NMOSD are thought to be mediated, at least in part, by IL-6, including increased production of anti-aquaporin-4 (AQP4) autoantibodies and increased permeability of the blood-brain barrier, which allows for the passage of pro-inflammatory mediators into the CNS. Enspryng®, a satralizumab formulation developed by Chugai Pharmaceutical and Roche, is uniquely formulated with ""recycling antibody technology"" whereby the association of satralizumab to IL-6 receptors occurs in a pH-dependent manner - this allows satralizumab to bind an IL-6 receptor until it reaches an endosome, after which the drug may dissociate from the receptor and move back into the plasma to act again. Satralizumab was first approved for use in Canada in June 2020 for the treatment of AQP4 antibody-positive patients with NMOSD. The inflammatory cascade triggered by IL-6 signaling is thought to result in the differentiation of T-cells into pro-inflammatory TH17 cells and the differentiation of B-cells into plasmablasts producing AQP4 autoantibodies."
2351,DB15766,"Retifanlimab is indicated for the treatment of adult patients with metastatic or recurrent locally advanced Merkel cell carcinoma.Retifanlimab is a humanized IgG4 kappa monoclonal antibody that binds to the programmed death receptor-1 (PD-1), blocking PD-1 interaction with its ligands, programmed death-ligand 1 (PD-L1) and programmed death-ligand 2 (PD-L2). By blocking the PD-1/PD-L1/2 pathway, retifanlimab potentiates T-cell activity and boosts the immune response against cancer cells. Other monoclonal antibodies that block PD-1 include ,  and . Since retifanlimab targets the programmed death receptor-1 (PD-1) and blocks the PD-1/PD-ligand 1 (PD-L1) pathways, it has the potential to induce immune-mediated adverse reactions. The use of retifanlimab has also been associated to infusion-related reactions, serious complications during allogeneic hematopoietic stem cell transplantation, and embryo-fetal toxicity.Retifanlimab is a programmed death receptor-1 (PD-1)–blocking antibody that potentiates T-cell activity and boosts the immune response against cancer cells."
2352,DB15810,"Nuvaxovid is indicated for active immunization to prevent COVID-19 caused by SARS-CoV-2 in patients 12 years of age and older. Nuvaxovid is also available in the US under an emergency use authorization (EUA) for the prevention of COVID-19 in patients ≥12 years of age.SARS-CoV-2, the causative agent of COVID-19, relies on the interaction between its trimeric spike (S) glycoprotein and angiotensin-converting enzyme 2 (hACE2) expressed on host cells in order to establish a productive infection in humans. The resulting stable perfusion S protein nanoparticles are thermostable and capable of inducing productive cellular and humoral immune responses in humans and across a wide range of animal models. An updated formulation covering the Omicron XBB.1.5 subvariant was approved in October 2023 in the EU and in December 2023 in Canada.Nuvaxovid contains a recombinant spike (S) protein and saponin-based Matrix-M adjuvant that induce strong cellular and humoral immune responses in humans and across several animal models against SARS-CoV-2; a two-dose regimen results in vaccine efficacy rates of ~90%. Nuvaxovid comprises a recombinant S protein, with a mutated furin-like cleavage site (682-QQAQ-685) and two proline substitutions (K986P and V987P), produced using Sf9 cells, together with a saponin-based Matrix-M adjuvant."
2353,DB15822,"Pralsetinib is indicated for the treatment of metastatic non-small cell lung cancer (NSCLC) in adult patients who are confirmed to possess a rearranged during transfection (RET) gene fusion, as determined by an FDA approved test. Pralsetinib (BLU-667) and  (LOXO-292) represent the first generation of specific RET RTK inhibitors for the treatment of RET-driven cancers. It is currently marketed under the brand name GAVRETO™ by Blueprint Medicines.Pralsetinib exerts an anti-tumour effect through specific inhibition of the rearranged during transfection (RET) tyrosine kinase, including multiple distinct oncogenic RET fusions, mutated RET kinase domains harbouring gatekeeper mutations, and in RET kinases with a variety of activating single point mutations. Due to pralsetinib's high selectivity for RET over other kinases, both in vitro and in vivo, pralsetinib has been described as having a better safety profile compared to previously used multi-kinase inhibitors. Constitutive RET activation is achieved through chromosomal rearrangements producing 5' fusions of dimerizable domains to the 3' RET tyrosine kinase domain leading to constitutive dimerization and subsequent autophosphorylation; the most common fusions are KIF5B-RET and CCDC6-RET, although more than 35 genes have been reported to fuse with RET."
2354,DB15857,"In the US, Janssen COVID-19 vaccine is authorized for use under an Emergency Use Authorization (EUA) for active immunization to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older for whom other FDA-authorized or approved COVID-19 vaccines are not accessible or clinically appropriate, and in individuals 18 years of age and older who elect to receive the Janssen COVID19 Vaccine because they would otherwise not receive a COVID-19 vaccine.The Janssen COVID-19 vaccine (Ad26.COV2.S) is a recombinant vaccine that contains an adenovirus serotype 26 (Ad26) vector expressing a stabilized SARS-CoV-2 spike protein. The vaccine was created in collaboration with Johnson and Johnson (J&J), Janssen Pharmaceutical, and the Beth Israel Deaconess Medical Center. A preclinical study in hamsters infected with SARS-COV-2 infection showed a single immunization with the vaccine-elicited neutralizing responses and protected against SARS-CoV-2 induced pneumonia and mortality, providing protection against the disease progression. Follow-up preclinical studies in rhesus monkeys showed that the Ad26 vaccine produced a robust response and provided near perfect protection in nasal swabs and bronchoalveolar lavage following SARS-COV-2 challenge. As of June 2020, a Phase 1/2 clinical trial in adult humans was announced to evaluate the safety, immunogenicity, and efficacy of the ad26.COV.S vaccine in 1045 healthy adults between the ages of 18-55 (NCT04436276)."
2355,DB15873,"Copper Cu 64 dotatate is a newly approved Cu labeled somatostatin analog and has several advantages over 68Ga-labeled somatostatin analogs for positron emission tomography (PET). Further studies should be performed to compare the two tracers. Further, PET using Copper Cu 64 dotatate has been found to perform better than the current gold standard of single-photon emission computed tomography (SPECT) using 111In-DTPA-octreotide. In a head-to-head trial, the former tracer detected twice as many lesions as the latter.The main target of the positron-emitting Copper Cu 64 dotatate is somatostatin receptor type 2 (SSTR2). SSTR2 is frequently overexpressed in malignant neuroendocrine cells; therefore, accumulation of the radionuclide at the site permits PET imaging to occur."
2356,DB15874,"Agalsidase alfa is indicated in the treatment of Fabry disease.Agalsidase alfa is a recombinant human α-galactosidase A similar to . While patients generally do not experience a clinically significant difference in outcomes between the two drugs, some patients may experience greater benefit with agalsidase beta. Use of agalsidase beta has decreased in Europe, in favor of agalsidase alfa, after a contamination event in 2009. Agalsidase alfa was granted EMA approval on 3 August 2001.Agalsidase alfa is a recombinant human α-galactosidase A used as enzyme replacement therapy in the treatment of Fabry disease. It has a long duration of action and a wide therapeutic index."
2357,DB15898,"Atoltivimab is indicated for the treatment of Zaire ebolavirus infection in adult and pediatric patients, including neonates born to a mother who has been confirmed positive by RT-PCR for Zaire ebolavirus infection. This combination has not been established as efficacious for any other species within either the Ebolavirus or Marburgvirus genera; special care should be taken to evaluate the susceptibility of circulating Zaire ebolavirus strains before beginning treatment, and the possible emergence of resistance should be monitored.Ebola virus (EBOV) remains an important human pathogen within the Ebolavirus genus, having been responsible for at least 17 known outbreaks with an average case fatality rate of 43.92%. The chief surface target of EBOV particles is the GP1,2 glycoprotein, which also appears on the surface of EBOV-infected cells, offering opportunities for both neutralizing and cytotoxic (i.e. through Fc-mediated immune effector function) antibody effects to play a role in combatting EBOV infection. INMAZEB™ is produced by Regeneron Pharmaceuticals and was granted FDA approval on October 14, 2020.Atoltivimab is a fully-humanized IgG1κ monoclonal antibody (mAb) directed against the GP1,2 glycoprotein that provides both neutralizing and Fc-dependent immune-mediated activity against Zaire ebolavirus. In addition, Atoltivimab is capable of dose-dependent activation of FcγRIIIa signalling in effector cells in the presence of GP1,2-expressing cells with a half-maximal effective concentration (EC50) of 2.9 nM.Atoltivimab works to block EBOV cell infection and lysosomal escape, as well as the potential antibody-dependent cell-mediated killing of EBOV-infected cells."
2358,DB15899,"This combination has not been established as efficacious for any other species within either the Ebolavirus or Marburgvirus genera; special care should be taken to evaluate the susceptibility of circulating Zaire ebolavirus strains before beginning treatment, and the possible emergence of resistance should be monitored.Ebola virus (EBOV) remains an important human pathogen within the Ebolavirus genus, having been responsible for at least 17 known outbreaks with an average case fatality rate of 43.92%. Immune therapy using monoclonal antibodies (mAbs) is becoming an increasingly attractive therapeutic method to combat infectious diseases due to its rapid development, low toxicity, and high specificity. The chief surface target of EBOV particles is the GP1,2 glycoprotein, which also appears on the surface of EBOV-infected cells, offering opportunities for both neutralizing and cytotoxic (i.e. through Fc-mediated immune effector function) antibody effects to play a role in combatting EBOV infection. INMAZEB™ is produced by Regeneron Pharmaceuticals and was granted FDA approval on October 14, 2020.Maftivimab is a fully-humanized IgG1κ monoclonal antibody (mAb) directed against the GP1,2 glycoprotein that provides strong neutralizing activity against Zaire ebolavirus. Maftivimab exhibits strong neutralization of chimeric lentiviral particles expressing EBOV GP1,2 with a half-maximal inhibitory concentration (IC50) value or 0.17 nM, but lacks the ability to induce FcγRIIIa signalling in effector cells..Maftivimab works to block EBOV cell infection and lysosomal escape, as well as the potential antibody-dependent cell-mediated killing of EBOV-infected cells."
2359,DB15900,"This combination has not been established as efficacious for any other species within either the Ebolavirus or Marburgvirus genera; special care should be taken to evaluate the susceptibility of circulating Zaire ebolavirus strains before beginning treatment, and the possible emergence of resistance should be monitored.Ebola virus (EBOV) remains an important human pathogen within the Ebolavirus genus, having been responsible for at least 17 known outbreaks with an average case fatality rate of 43.92%. Immune therapy using monoclonal antibodies (mAbs) is becoming an increasingly attractive therapeutic method to combat infectious diseases due to its rapid development, low toxicity, and high specificity. The chief surface target of EBOV particles is the GP1,2 glycoprotein, which also appears on the surface of EBOV-infected cells, offering opportunities for both neutralizing and cytotoxic (i.e. through Fc-mediated immune effector function) antibody effects to play a role in combatting EBOV infection. INMAZEB™, formerly referred to as REGN-EB3, combines the three humanized IgG1κ mAbs Odesivimab (REGN 3471),  (REGN 3479), and  (REGN 3470) in equimolar proportions. INMAZEB™ is produced by Regeneron Pharmaceuticals and was granted FDA approval on October 14, 2020.Odesivimab is a fully-humanized IgG1κ monoclonal antibody (mAb) directed against the GP1,2 glycoprotein that provides both neutralizing and Fc-dependent immune-mediated activity against Zaire ebolavirus."
2360,DB15940,"According to the Emergency Use Authorization (EUA) by the FDA and EMA, indevimab is used only with casirivimab to prevent COVID-19 and treat mild to moderate COVID-19 from laboratory-confirmed SARS-CoV-2 infection in patients aged 12 years of age and older who weigh at least 40 kg. Treatment is reserved for patients who are at high risk for progressing to require hospitalization or severe COVID-19. **Limitations of use**    Imdevimab and casirivimab are not for use in patients currently hospitalized due to COVID-19, patients requiring oxygen therapy due to COVID-19, patients requiring increases in baseline oxygen flow rate from COVID-19, or patients on oxygen therapy for non-COVID-19 related morbidity. Casirivimab and imdevimab are investigational recombinant human IgG1 monoclonal antibodies that, at this time, are not officially approved by the FDA. Imdevimab is a recombinant human IgG1 monoclonal antibody targeting the receptor binding domain of the spike protein of SARS-CoV-2; a protein playing an important role in viral attachment, fusion, and entry into the target cell by binding to the ACE2 receptor."
2361,DB15941,"According to the Emergency Use Authorization (EUA) by the FDA and EMA, indevimab is used only with casirivimab to prevent COVID-19 and treat mild to moderate COVID-19 from laboratory-confirmed SARS-CoV-2 infection in patients aged 12 years of age and older who weigh at least 40 kg. Treatment is reserved for patients who are at high risk for progressing to require hospitalization or severe COVID-19. **Limitations of use**    Imdevimab and casirivimab are not for use in patients currently hospitalized due to COVID-19, patients requiring oxygen therapy due to COVID-19, patients requiring increases in baseline oxygen flow rate from COVID-19, or patients on oxygen therapy for non-COVID-19 related morbidity. Casirivimab and imdevimab are investigational recombinant human IgG1 monoclonal antibodies that, at this time, are not officially approved by the FDA. Imdevimab is a recombinant human IgG1 monoclonal antibody targeting the receptor binding domain of the spike protein of SARS-CoV-2; a protein playing an important role in viral attachment, fusion, and entry into the target cell by binding to the ACE2 receptor."
2362,DB15965,"Naxitamab-gqgk is indicated, in combination with granulocyte-macrophage colony-stimulating factor (GM-CSF), for the treatment of patients 1 year of age and older with relapsed or refractory high-risk neuroblastoma in the bone or bone marrow who have demonstrated a partial response, minor response, or stable disease to prior therapy.Naxitamab (humanized 3F8, hu3F8) is an IgG1 monoclonal antibody directed against the oncofetal differentiation antigen GD2 disialoganglioside. Normally expressed during fetal development and in mature neurons, pain fibers, and skin cells, GD2 constitutes a highly efficient target in the treatment of neuroblastoma - it is widely expressed across and within neuroblastomas (and other neuroectodermal tumors), and is rarely subject to antigen loss. Naxitamab-gqgk (Danyelza) was granted accelerated approval by the FDA in November 2020 for the treatment of high-risk relapsed/refractory neuroblastoma of the bone or bone marrow. Naxitamab can cause serious infusion reactions - including hypotension, hypoxia, anaphylaxis, and cardiac arrest - that necessitate careful monitoring during therapy. Naxitamab is an IgG1 monoclonal antibody directed against GD2 disialogangliosides - it binds to GD2 on the surface of neuroblastoma cells and induces both complement-dependent cytotoxicity (CDC) and antibody-dependent cell-mediated cytotoxicity (ADCC), the latter of which is enhanced by co-administration with GM-CSF."
2363,DB15982,"It is not used for the treatment of acute HAE attacks.Berotralstat is a selective inhibitor of plasma kallikrein used in the prophylaxis of attacks of hereditary angioedema (HAE). It works by blocking the enzymatic activity of plasma kallikrein in releasing bradykinin, the major biologic peptide that promotes swelling and pain associated with attacks of HAE. Berotralstat was first approved by the FDA on December 3, 2020, as the first once-daily oral therapy to prevent angioedema attacks of HAE in adults and pediatric patients 12 years and older. During HAE attacks, the levels of plasma kallikrein fall, leading to the cleavage of high-molecular-weight-kininogen and the release of bradykinin, a potent vasodilator that increases vascular permeability. Patients with HAE cannot properly regulate plasma kallikrein activity due to the deficiency or dysfunction of a serum inhibitor of C1 inhibitor, leading to uncontrolled increases in plasma kallikrein activity and recurrent angioedema attacks."
2364,DB16007,"Rurioctocog alfa pegol is indicated for the treatment and prophylaxis of bleeding in patients 12 years and above with hemophilia A (congenital factor VIII deficiency).Rurioctocog alfa pegol is a pegylated recombinant human coagulation factor VIII or antihemophilic factor. Factor VIII is an essential protein involved in normal blood clotting; thus, a deficient level of functional factor VIII is associated with an elevated risk for excessive bleeding caused by spontaneous or secondary events like trauma or surgery. Rurioctocog alfa pegol aims to restore functional levels of factor VIII in patients with hemophilia A to manage and prevent bleeding episodes. Rurioctocog alfa pegol is a pegylated recombinant human factor VIII that aims to restore the plasma levels and hemostatic activity of functional factor VIII. It can be used for both prophylactic or on-demand treatment of bleeding episodes associated with hemophilia A."
2365,DB16019,"- Identification of patients with PSMA-positive progressive metastatic castration-resistant prostate cancer (mCRPC) for whom lutetium Lu 177 vipivotide tetraxetan PSMA-directed therapy is indicated.Gallium (Ga) 68 prostate-specific membrane antigen (PSMA)-11, or Ga-68 gozetotide, is a radiopharmaceutical agent used to identify and assess prostate-specific membrane antigen (PSMA)-positive lesions in adult men with prostate cancer during positron emission tomography (PET). Ga-68 PSMA-11 is an imaging agent that binds PSMA during positron emission tomography: it emits positrons to indicate the presence of PSMA-positive prostate cancer lesions in patients with suspected prostate cancer or in patients who may have recurrent prostate cancer. On December 1, 2020, Ga-68 PSMA-11 was approved by the FDA as the first molecular-targeted drug for positron emission tomography (PET) imaging of prostate-specific membrane antigen (PSMA) positive lesions in men with prostate cancer. In December of the same year, the drug was fully authorized by the EMA. In Octer 2022, Ga-68 PSMA-11 was approved by Health Canada for diagnostic use in men with prostate cancer.Ga-68 PSMA-11 works by binding to prostate-specific membrane antigen (PSMA) expressed on malignant prostate cancer cells."
2366,DB16098,"Atogepant is indicated for the preventive treatment of migraine in adults by the FDA, EMA, and Health Canada.Atogepant is an oral antagonist of calcitonin gene-related peptide (CGRP) receptors indicated for the prevention of episodic migraine headaches. While its approval was predated by two other members of the same drug family, namely  and , these agents are indicated only for abortive migraine therapy - atogepant is novel in that it is the first and only oral CGRP antagonist approved for preventative use in migraine. The ""gepants"" family of drugs, including atogepant, are comparatively well-tolerated and may provide a desirable treatment option for patients struggling with adverse reactions to other preventative therapies.Atogepant helps to prevent migraine headaches by antagonizing the activity of a pronociceptive molecule (CGRP) which has been implicated in migraine pathophysiology. While no dose adjustments are required for patients with mild or moderate hepatic impairment, atogepant should be avoided in patients with severe hepatic impairment. The trigeminal ganglion appears to amplify and perpetuate the migraine headache pain through the activation of perivascular fibers and the release of molecules involved in pain generation, such as calcitonin gene-related peptide (CGRP)."
2367,DB16165,"In the US, finerenone is indicated to reduce the risk of sustained decline in glomerular filtration rate, end stage kidney disease, cardiovascular death, heart attacks, and hospitalization due to heart failure in adults with chronic kidney disease associated with type II diabetes mellitus. In Europe, finerenone is indicated for the treatment of chronic kidney disease (stage 3 and 4 with albuminuria) associated with type 2 diabetes in adults.Finerenone, or BAY 94-8862, is a mineralocorticoid receptor antagonist indicated to reduce the risk of sustained decline in glomerular filtration rate, end stage kidney disease, cardiovascular death, heart attacks, and hospitalization due to heart failure in adults with chronic kidney disease associated with type II diabetes mellitus. Spironolactone has low selectivity and affinity for the receptor; it dissociates quickly and can also have effects at the androgen, progesterone, and glucocorticoid receptors. Finerenone was granted FDA approval on 9 July 2021, followed by the EMA approval on 11 March 2022.Finerenone is a non-steroidal mineralocorticoid receptor antagonist indicated to reduce the risk of sustained decline in glomerular filtration rate, end stage kidney disease, cardiovascular death, heart attacks, and hospitalization due to heart failure in adults with chronic kidney disease associated with type II diabetes mellitus. Finerenone's binding to the MR prevents binding of MR coactivators, which in turn prevents pro-inflammatory and pro-fibrotic gene transcription."
2368,DB16200,"Iptacopan is indicated for the treatment of adults with paroxysmal nocturnal hemoglobinuria.Iptacopan is a small-molecule factor B inhibitor previously investigated as a potential treatment for the rare blood disease paroxysmal nocturnal hemoglobinuria (PNH) by inhibiting the complement factor B. In treatment-naive PNH patients, these same biomarkers decreased from baseline by 78.4% and 58.9%, respectively, on the first observation after 4 weeks of treatment with iptacopan 200 mg twice daily. In PNH patients on concomitant anti-C5 treatment and FABHALTA 200 mg twice daily, the mean PNH red blood cell (RBC) clone size was 54.8% at baseline and increased to 89.2% after 13 weeks; the proportion of PNH Type II + III RBCs with C3 deposition was 12.4% at baseline and decreased to 0.2% after 13 weeks. In treatment-naive PNH patients, iptacopan 200 mg twice daily reduced LDH by > 60% compared to baseline after 12 weeks and maintained the effect through the end of the study at 2 years. Iptacopan binds to Factor B of the alternative complement pathway and regulates the cleavage of C3, the generation of downstream effectors, and the amplification of the terminal pathway."
2369,DB16217,"Leniolisib is indicated for the treatment of activated phosphoinositide 3-kinase delta (PI3Kδ) syndrome (APDS) in adult and pediatric patients 12 years of age and older.Leniolisib is a potent and selective inhibitor of phosphoinositide 3-kinase δ (PI3Kδ). Investigations for using leniolisib in primary Sjögren’s syndrome are ongoing.Leniolisib works to block aberrant PI3Kδ-dependent signalling pathways of immune cells, such as B and T cells, neutrophils, monocytes, basophils, plasmocytoid dendritic cells, and mast cells. Within the explored dose range, higher leniolisib plasma concentrations were generally associated with a higher reduction of pAkt-positive B cells. It converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3), a signalling molecule that downstream proteins like the AKT kinase, which activate mammalian target of rapamycin (mTOR) complex I and inhibit FOXO family of transcription factors. Leniolisib inhibits the signalling pathways that lead to increased production of PIP3, hyperactivity of the downstream mTOR/AKT pathway, and the dysregulation of B and T cells."
2370,DB16220,"It was later approved by the European Commission on 13 January 2022.Lonapegsomatropin-tcgd is a growth hormone prodrug indicated in the treatment of growth failure due to inadequate growth hormone secretion in patients 1 year and older who weigh at least 11.5 kg. It has a long duration of action as it is given weekly. Patients and carers should be counselled regarding the risks of severe hypersensitivity, neoplasms, glucose intolerance, intracranial hypertension, fluid retention, hypoadrenalism, hypothyroidism, slipped capital femoral epiphysis, progression of preexisting scoliosis, and pancreatitis.Lonapegsomatropin-tcgd undergoes autocleavage to release active  from the methoxypolyethylene glycol carrier. Somatropin also stimulates chondrocyte differentiation and proliferation, release of glucose from the liver, protein synthesis, and lipolysis. It binds to the human growth hormone receptor (GHR), which is a dimeric receptor expressed in target cells in the liver and cartilage."
2371,DB16222,"On April 23 2021, the Food and Drug Administration granted accelerated approval for the antibody-drug conjugate, loncastuximab tesirine-lpyl, also known as Zynlonta. This therapy was developed by ADC Therapeutics and its accelerated approval for relapsed or refractory B-cell lymphoma is based on promising results from the LOTIS-2 clinical trial.Loncastuximab tesirine exhibits antitumour activity against malignant B-cells, treating lymphomas. Additionally, CD19 has rapid internalization kinetics and does not shed into the general circulation, rendering it a useful therapeutic target for antibody-drug conjugates (ADCs) in the treatment of B-cell malignancies. It is a humanized monoclonal antibody and conjugated to SG3199, a pyrrolobenzodiazepine (PBD) dimer cytotoxin by a protease enzyme cleavable valine-alanine linker. The monoclonal IgG1 kappa antibody component binds to CD19, a transmembrane protein located  on B-cell surfaces."
2372,DB16226,"Maralixibat is indicated in the treatment of cholestatic pruritus in patients with Alagille syndrome. Maralixibat is indicated for the treatment of cholestatic pruritus in patients with Alagille syndrome. In October 2022, the EMA's Committee for Medicinal Products for Human Use (CHMP) recommended maralixibat be granted marketing authorization for the treatment of cholestatic pruritus in patients with Alagille syndrome: it was granted marketing authorization in Europe on 13 December 2022. On July 21, 2023, maralixibat was also approved by Health Canada.Maralixibat is indicated in the treatment of cholestatic pruritus in patients with Alagille syndrome who are at least 1 year old. Maralixibat reversibly inhibits IBAT to decrease bile acid resorption in the ileum, leading to decreased resorption of bile acids in the distal ileum, increased elimination of bile acids in the feces, and decreased serum bile acids."
2373,DB16236,"It works to increase the activity of erythrocyte pyruvate kinase, a key enzyme involved in the survival of red blood cells. Defects in the pyruvate kinase enzyme in various red blood cells disorders lead to the lack of energy production for red blood cells, leading to lifelong premature destruction of red blood cells or chronic hemolytic anemia. On February 17, 2022, the FDA approved mitapivat as the first disease-modifying treatment for hemolytic anemia in adults with pyruvate kinase (PK) deficiency, a rare, inherited disorder leading to lifelong hemolytic anemia. Mitapivat has also been investigated in other hereditary red blood cell disorders associated with hemolytic anemia, such as sickle cell disease and alpha- and beta-thalassemia.Mitapivat is a pyruvate kinase activator that works to increase the activity of erythrocyte pyruvate kinase, an enzyme responsible for energy production for and survival of red blood cells. Mitapivat is also an allosteric pyruvate kinase activator but binds to a different allosteric site from FBP on the PKR tetramer."
